api_id,calendar_api_id,cover_url,end_at,event_type,hide_rsvp,location_type,name,one_to_one,recurrence_id,show_guest_list,start_at,timezone,url,user_api_id,visibility,waitlist_enabled,virtual_info,geo_longitude,geo_latitude,geo_address_info,geo_address_visibility,coordinate
evt-iPPqDhyXPel6RNo,cal-RHI1LJC6K8JRBLI,https://images.lumacdn.com/event-covers/h8/f345faf1-5f75-464d-90b6-e1020b7b1cf9.png,2025-03-28T01:00:00.000Z,independent,False,offline,Redis x Fractal Tech: AI Infra Lightning Talks,True,,False,2025-03-27T23:00:00.000Z,America/New_York,9793az2i,usr-A05u3O7QO42INXb,public,True,{'has_access': False},-73.946721,40.715227,"{'city': 'Kings County', 'type': 'google', 'region': 'New York', 'address': 'Fractal Tech', 'country': 'United States', 'place_id': 'ChIJH697J-ZZwokROipt4TKFtPU', 'city_state': 'Kings County, New York', 'description': '', 'country_code': 'US', 'full_address': 'Fractal Tech, 111 Conselyea St Floor 2, Brooklyn, NY 11211, USA', 'mode': 'shown'}",public,"{'latitude': 40.715227, 'longitude': -73.946721}"
evt-BXWHevKlhu31bW9,cal-6ZFTdSZheZBYdg3,https://images.lumacdn.com/event-covers/yj/585dd381-aa2a-4eeb-b78c-733bf5ed62a9.png,2025-03-28T23:00:00.000Z,independent,False,offline,14th Annual Columbia Sustainability Symposium,True,,False,2025-03-28T12:00:00.000Z,America/New_York,pff2imj4,usr-Dw0pwnwqvzUGeF0,public,False,{'has_access': False},-73.958389,40.816253,"{'city': 'New York', 'type': 'google', 'region': 'New York', 'address': 'The Forum at Columbia University', 'country': 'United States', 'latitude': '40.8162528', 'place_id': 'ChIJqRQ2jk33wokRSHrtGXHWIps', 'longitude': '-73.95838859999999', 'city_state': 'New York, New York', 'description': '', 'country_code': 'US', 'full_address': 'The Forum at Columbia University, 601 W 125th St, New York, NY 10027, USA', 'apple_maps_place_id': 'I948925E4C612A237', 'mode': 'shown'}",public,"{'latitude': 40.816253, 'longitude': -73.958389}"
evt-X9gaCHNcuBmD9uG,cal-EWMF9vkIgvpVxx8,https://images.lumacdn.com/event-covers/d8/2afa2eea-41f1-4c75-8798-c5f40dce66a8,2025-03-28T14:15:00.000Z,independent,False,offline,Pitch and Run Friday - The Original PNR,True,,True,2025-03-28T12:55:00.000Z,America/New_York,vrqiepu2,usr-hVeh1rxRTqXXTWE,public,False,{'has_access': False},-74.008746,40.748538,"{'city': 'New York', 'type': 'google', 'region': 'New York', 'address': 'Bluestone Lane Chelsea Piers Café', 'country': 'United States', 'latitude': '40.7485378', 'place_id': 'ChIJDTUgz1dZwokRtsQ97Tbf0cA', 'longitude': '-74.0087457', 'city_state': 'New York, New York', 'description': 'Meet outside of Bluestone Lane at 8:55am', 'full_address': 'Bluestone Lane Chelsea Piers Café, 62 Chelsea Piers Pier 62, New York, NY 10011, USA', 'mode': 'shown'}",public,"{'latitude': 40.748538, 'longitude': -74.008746}"
evt-AM3iEVeoeCY0kVp,cal-8nB8IN4xWZLHphA,https://images.lumacdn.com/event-covers/w2/6c7d62ae-0c90-4bd0-a92c-f7f8165ae1d7.png,2025-03-28T14:00:00.000Z,independent,False,offline,"Medical TechWalk | NYC, 3/28",True,,True,2025-03-28T13:00:00.000Z,America/New_York,iukq1g91,usr-8npgqTkF2GLYkDx,public,False,{'has_access': False},-73.965583,40.782555,"{'city': 'New York', 'type': 'google', 'region': 'New York', 'address': 'Central Park', 'country': 'United States', 'latitude': '40.7825547', 'place_id': 'ChIJ4zGFAZpYwokRGUGph3Mf37k', 'longitude': '-73.9655834', 'city_state': 'New York, New York', 'description': 'We meet at Le Pain Quotidien and then head to Central Park', 'full_address': 'Central Park, New York, NY, USA', 'apple_maps_place_id': 'ID073EA87F0615953', 'mode': 'shown'}",public,"{'latitude': 40.782555, 'longitude': -73.965583}"
evt-YSLXxWEnSXLeD1S,cal-W9vR4KHRWVshFeD,https://images.lumacdn.com/event-covers/iw/b7e76fcb-9e77-41b7-9aa4-0abc946ebbe1.png,2025-03-28T20:00:00.000Z,independent,False,offline,SVA x Figma - Design & Dev Collab: Building Together,True,,False,2025-03-28T18:00:00.000Z,America/New_York,mn3g54lv,usr-tVMBpvlNJ87Rmr2,public,False,{'has_access': False},-73.995316,40.742143,"{'city': 'New York', 'type': 'google', 'region': 'New York', 'address': '132 W 21st St 1st floor', 'country': 'United States', 'place_id': 'EioxMzIgVyAyMXN0IFN0IDFzdCBmbG9vciwgTmV3IFlvcmssIE5ZLCBVU0EiJRojChYKFAoSCYFdOVi7WcKJEQLwvHjr5dUpEgkxc3QgZmxvb3I', 'city_state': 'New York, New York', 'description': '', 'country_code': 'US', 'full_address': '132 W 21st St 1st floor, New York, NY 10011, USA', 'mode': 'shown'}",public,"{'latitude': 40.742143, 'longitude': -73.995316}"
evt-3HR1cdYzOESAGwY,cal-6Tci63IXSGPhZTU,https://images.lumacdn.com/event-covers/wu/efe6109b-07f2-4765-adff-6e06c0bc4541.gif,2025-03-29T01:00:00.000Z,independent,False,offline,"Gen&Juice NYC: Drinks Night w/ AI Artists, Filmmakers, Tool Companies, and More",True,,True,2025-03-28T22:00:00.000Z,America/New_York,z9mjga1r,usr-UD8vUty9cUTnAlE,public,True,{'has_access': False},-73.99250,40.72250,"{'mode': 'obfuscated', 'city_state': 'New York, New York'}",guests-only,"{'latitude': 40.72311, 'longitude': -73.992094}"
evt-ayV8pTuzHTNur8D,cal-AIpaP0cRGKS7tcw,https://images.lumacdn.com/event-covers/es/c3586b3c-185c-42fe-b893-6bde10d7987a.jpg,2025-03-29T01:00:00.000Z,independent,False,offline,Third Place Bar x Shanti House Mindful Friday Night Social,True,,False,2025-03-28T22:30:00.000Z,America/New_York,yxbmpe6w,usr-UEAFDyaL6M046JK,public,False,{'has_access': False},-74.007244,40.722732,"{'city': 'New York', 'type': 'google', 'region': 'New York', 'address': 'Fabrik NYC', 'country': 'United States', 'latitude': '40.7227318', 'place_id': 'ChIJeUxAOmFZwokRQwoqebAluYQ', 'longitude': '-74.0072435', 'city_state': 'New York, New York', 'description': '', 'full_address': 'Fabrik NYC, 12-16 Vestry St 4th Floor, New York, NY 10013, USA', 'mode': 'shown'}",public,"{'latitude': 40.722732, 'longitude': -74.007244}"
evt-N7YNnxLdf7nDEUL,cal-3aH7Cvqdyre9u3j,https://images.lumacdn.com/event-covers/ff/069227f2-e6c4-4cc2-bcb2-fef1c17e4bc3,2025-03-29T14:30:00.000Z,independent,False,offline,Founders Running Club :: New York,True,,True,2025-03-29T13:00:00.000Z,America/New_York,wsf4r70w,usr-YLQSp3xx2pRgP3f,public,False,{'has_access': False},-74.005359,40.737334,"{'city': 'New York', 'type': 'google', 'region': 'New York', 'address': 'Abingdon Square', 'country': 'United States', 'place_id': 'ChIJSztkP5VZwokRXVSH9NrC_Xs', 'city_state': 'New York, New York', 'description': '', 'full_address': 'Abingdon Square, Hudson St, New York, NY 10014, USA', 'mode': 'shown'}",public,"{'latitude': 40.737334, 'longitude': -74.005359}"
evt-9IicTxvaUAacXFv,cal-uqGforzQHYf9BwR,https://images.lumacdn.com/event-covers/bh/e681e43d-479d-4190-a6f8-10d335ae2e29.png,2025-03-29T15:45:00.000Z,independent,False,offline,PROOF x New Balance - Saturday Morning Bagel Run,True,,True,2025-03-29T13:15:00.000Z,America/New_York,fabg9aw8,usr-2iKOnqBOtwHWPdo,public,False,{'has_access': False},-73.737121,40.954966,"{'city': 'Mamaroneck', 'type': 'google', 'region': 'New York', 'address': 'Columbus Park', 'country': 'United States', 'place_id': 'ChIJ9RmV2oKRwokRnIyIu598YCM', 'city_state': 'Mamaroneck, New York', 'description': '', 'country_code': 'US', 'full_address': 'Columbus Park, Mamaroneck, NY 10543, USA', 'apple_maps_place_id': 'I5CC50EFB3E090E4F', 'mode': 'shown'}",public,"{'latitude': 40.954966, 'longitude': -73.737121}"
evt-RQz1eBDIUuyj0HK,cal-gpQxtsLgJljS87b,https://images.lumacdn.com/event-covers/v8/347222b5-6c91-48f5-94f7-92cf27ead7bb.png,2025-03-30T01:00:00.000Z,independent,False,offline,Guard your Krush!,True,,True,2025-03-29T22:00:00.000Z,America/New_York,wm0rx1ku,usr-HXpzdQtsNfZHFWV,public,False,{'has_access': False},-73.986611,40.746255,"{'city': 'New York', 'type': 'google', 'region': 'New York', 'address': 'NOFLEX NYC', 'country': 'United States', 'place_id': 'ChIJoQb5gUpZwokRlbwbbU_SDaw', 'city_state': 'New York, New York', 'description': '', 'country_code': 'US', 'full_address': 'NOFLEX NYC, 286 5th Ave, New York, NY 10001, USA', 'apple_maps_place_id': 'I317A5B2ADCBC79C2', 'mode': 'shown'}",public,"{'latitude': 40.746255, 'longitude': -73.986611}"
evt-TH0DtqRdODDYQOB,cal-8pBzUbxu1rqFgsw,https://images.lumacdn.com/event-covers/88/ce85ee6d-dc94-4531-ad6a-aad6e07982ac.png,2025-03-30T01:00:00.000Z,independent,False,offline,The Bridge: A Fashion Mixer & Networking Event,True,,True,2025-03-29T22:00:00.000Z,America/New_York,0jk3vcrz,usr-WSIKhKxbwTW9yMh,public,True,{'has_access': False},-74.011615,40.711363,"{'city': 'New York', 'type': 'google', 'region': 'New York', 'address': 'The Canvas 3.0', 'country': 'United States', 'place_id': 'ChIJn-XqehVbwokRZHD46SHqE2k', 'city_state': 'New York, New York', 'description': '', 'country_code': 'US', 'full_address': 'The Canvas 3.0, South Concourse, 185 Greenwich St 4405 Ground Floor (C2, New York, NY 10007, USA', 'apple_maps_place_id': 'I22CAB74FCAD0504D', 'mode': 'shown'}",public,"{'latitude': 40.711363, 'longitude': -74.011615}"
evt-FV801ITUPYU5hqG,cal-H5RnqKtAcEXqHLC,https://images.lumacdn.com/event-covers/wn/3d7b16e1-e9c0-4eec-916b-5dee68394acc.jpg,2025-03-30T05:00:00.000Z,independent,False,offline,Hoes For Prose Birthday Party & Zine Launch,True,,True,2025-03-30T01:00:00.000Z,America/New_York,1h05727s,usr-XNU3PDHnrfj96Gm,public,False,{'has_access': False},-73.921169,40.706149,"{'city': 'Kings County', 'type': 'google', 'region': 'New York', 'address': 'Selva', 'country': 'United States', 'latitude': '40.7061485', 'place_id': 'ChIJMXG2IKFdwokRSNnbd7FNMHE', 'longitude': '-73.9211692', 'city_state': 'Kings County, New York', 'description': '', 'country_code': 'US', 'full_address': 'Selva, 1329 Willoughby Ave Suite 121, Brooklyn, NY 11237, USA', 'mode': 'shown'}",public,"{'latitude': 40.706149, 'longitude': -73.921169}"
evt-VNpM0g4coVsKg7X,cal-Q8l315UsVMWb6h6,https://images.lumacdn.com/event-covers/r5/176d81f9-9d6b-475b-9e3a-2329b25771a6,2025-03-30T23:00:00.000Z,independent,False,offline,Reading Rhythms Midtown Manhattan: March 30th,True,,False,2025-03-30T20:00:00.000Z,America/New_York,b4rh10be,usr-GO3WuRYZi4n1nUW,public,False,{'has_access': False},-74.003410,40.750408,"{'city': 'New York', 'type': 'google', 'region': 'New York', 'address': 'Hotel Alameda', 'country': 'United States', 'place_id': 'ChIJLS7K_7ZZwokR8b4MjGtTK08', 'city_state': 'New York, New York', 'description': '', 'country_code': 'US', 'full_address': 'Hotel Alameda, 518 W 27th St, New York, NY 10001, USA', 'apple_maps_place_id': 'I60163ADA134B7B32', 'mode': 'shown'}",public,"{'latitude': 40.750408, 'longitude': -74.00341}"
evt-XvS7YASpD3HKNWG,cal-3n76GGYjpWhohHU,https://images.lumacdn.com/event-covers/om/dd9cfb09-51c1-4764-b5b7-8471ace0d027.png,2025-03-31T22:00:00.000Z,independent,False,offline,Deep Tech Week Opening Event @ Newlab,True,,True,2025-03-31T16:00:00.000Z,America/New_York,dtw-hardware-showcase,usr-UK2DBDerOzqbe9x,public,True,{'has_access': False},-73.974727,40.698859,"{'city': 'Kings County', 'type': 'google', 'region': 'New York', 'address': 'Newlab', 'country': 'United States', 'place_id': 'ChIJbRc41chbwokRUdNED7lPpJA', 'city_state': 'Kings County, New York', 'description': 'Building 128', 'country_code': 'US', 'full_address': 'Newlab, 19 Morris Ave, Brooklyn, NY 11205, USA', 'apple_maps_place_id': 'I23A7F53B009DD9CB', 'mode': 'shown'}",public,"{'latitude': 40.698859, 'longitude': -73.974727}"
evt-idClYFiMIKxEowM,cal-q9FnI6jbGbIc4V5,https://images.lumacdn.com/event-covers/ss/769d0199-5b0a-4fd9-b89a-2ca97d17a874.jpg,2025-04-01T15:00:00.000Z,independent,False,offline,NY-Israel VC & Founders Breakfast,True,,False,2025-04-01T13:00:00.000Z,America/New_York,Fusion-PC-NYC-2025,usr-kc1fQoJdROUgjHy,public,False,{'has_access': False},-73.986909,40.755465,"{'city': 'New York', 'type': 'google', 'region': 'New York', 'address': 'Pearl Cohen Zedek Latzer Baratz', 'country': 'United States', 'place_id': 'ChIJS8KaIFVYwokRchm2SLt4iAY', 'city_state': 'New York, New York', 'description': '', 'country_code': 'US', 'full_address': 'Pearl Cohen Zedek Latzer Baratz, Times Square Tower, W 41st St, New York, NY 10036, USA', 'mode': 'shown'}",public,"{'latitude': 40.755465, 'longitude': -73.986909}"
evt-r9Y1pnECL0WpDf4,cal-3n76GGYjpWhohHU,https://images.lumacdn.com/event-covers/ek/bcf720b0-6945-4778-a072-5b0e8623f067.png,2025-04-01T15:00:00.000Z,independent,False,offline,Physics of Consciousness,True,,True,2025-04-01T13:00:00.000Z,America/New_York,dtw-penrose,usr-UK2DBDerOzqbe9x,public,True,{'has_access': False},-73.979441,40.699921,"{'city': 'Kings County', 'type': 'google', 'region': 'New York', 'address': '303 Brooklyn Navy Yard', 'country': 'United States', 'place_id': 'ChIJHe91hstbwokRrmGM0TFUEgs', 'city_state': 'Kings County, New York', 'description': '9th floor', 'country_code': 'US', 'full_address': '303 Brooklyn Navy Yard, Brooklyn, NY 11201, USA', 'mode': 'shown'}",public,"{'latitude': 40.699921, 'longitude': -73.979441}"
evt-k8xYF3HCNVyIbqo,cal-3n76GGYjpWhohHU,https://images.lumacdn.com/event-covers/ls/760a676e-c228-4580-83fb-7a482bf7cb7d.png,2025-04-02T00:00:00.000Z,independent,False,offline,Night of Neurotech,True,,True,2025-04-01T21:00:00.000Z,America/New_York,dtw-neurotech,usr-UK2DBDerOzqbe9x,public,True,{'has_access': False},-73.979441,40.699921,"{'city': 'Kings County', 'type': 'google', 'region': 'New York', 'address': '303 Brooklyn Navy Yard', 'country': 'United States', 'latitude': '40.69992120000001', 'place_id': 'ChIJHe91hstbwokRrmGM0TFUEgs', 'longitude': '-73.9794411', 'city_state': 'Kings County, New York', 'description': '9th floor', 'country_code': 'US', 'full_address': '303 Brooklyn Navy Yard, Brooklyn, NY 11201, USA', 'mode': 'shown'}",public,"{'latitude': 40.699921, 'longitude': -73.979441}"
evt-QXdtsQu5V73DuiY,cal-rnIHHyKgXeWAfcU,https://images.lumacdn.com/event-covers/pu/00005ef4-4133-4663-807b-e599367ae11a.png,2025-04-01T23:30:00.000Z,independent,False,offline,Scaling Enterprise AI Agents: From 0 to Seed,True,,False,2025-04-01T21:30:00.000Z,America/New_York,zkafuxd5,usr-cUPy7wzqO7a35c0,public,True,{'has_access': False},-73.99750,40.72250,"{'mode': 'obfuscated', 'city_state': 'New York, New York'}",guests-only,"{'latitude': 40.722204, 'longitude': -73.998045}"
evt-JKDpQFtchTKfkJZ,cal-wGlwnmMsVzQQ8tr,https://images.lumacdn.com/event-covers/z7/0f3496c6-2c58-4299-9c81-5d3598e4c4e4.jpg,2025-04-02T02:30:00.000Z,independent,False,offline,Backgammon at BELONG,True,,True,2025-04-01T22:30:00.000Z,America/New_York,m7o654d8,usr-3NVrqXkeBW2nWJW,public,False,{'has_access': False},-73.997798,40.722004,"{'city': 'New York', 'type': 'google', 'region': 'New York', 'address': '218 Lafayette St fl 2', 'country': 'United States', 'place_id': 'EiwyMTggTGFmYXlldHRlIFN0cmVldCBmbCAyLCBOZXcgWW9yaywgTlksIFVTQSIgGh4KFgoUChIJ6z91KIlZwokRk1UChhLXvWsSBGZsIDI', 'city_state': 'New York, New York', 'description': '', 'country_code': 'US', 'full_address': '218 Lafayette St fl 2, New York, NY 10012, USA', 'mode': 'shown'}",public,"{'latitude': 40.722004, 'longitude': -73.997798}"
evt-eZtWu68SBjb3DEc,cal-wZRB9D5dtAO9FXa,https://images.lumacdn.com/event-covers/i0/d39276a6-dce5-4de2-beb8-bda9ba53b321.png,2025-04-02T00:30:00.000Z,independent,False,offline,DeSciNYC: How to create SUPERBABIES,True,,False,2025-04-01T22:30:00.000Z,America/New_York,descinyc31,usr-vXffl8Sffv9ZTSf,public,False,{'has_access': False},-74.00250,40.72500,"{'mode': 'obfuscated', 'city_state': 'New York, New York'}",guests-only,"{'latitude': 40.724591, 'longitude': -74.001917}"
evt-UVmsNkr15XmUVrd,cal-it7uKJTEuaIHUOD,https://images.lumacdn.com/event-covers/k1/30caec42-e1d6-469d-a99a-77de5cf715a6.webp,2025-04-02T02:00:00.000Z,independent,False,offline,Manhattan's Project - The New Nuclear Ecosystem,True,,False,2025-04-01T23:00:00.000Z,America/New_York,sz9hlnw4,usr-gQfjGIWx4fceDvb,public,True,{'has_access': False},-73.99500,40.72750,"{'mode': 'obfuscated', 'city_state': 'New York, New York'}",guests-only,"{'latitude': 40.726926, 'longitude': -73.994953}"
evt-ZnugTX1ojJIXWhe,cal-3n76GGYjpWhohHU,https://images.lumacdn.com/event-covers/6k/a8016904-4180-4ce0-8e68-fa212739ce4d.png,2025-04-02T20:00:00.000Z,independent,False,offline,"8090: Minerals, Energy to Manufacturing - Forging the Future in the Fires of Industry",True,,True,2025-04-02T17:00:00.000Z,America/New_York,dtw-8090,usr-UK2DBDerOzqbe9x,public,True,{'has_access': False},-73.979441,40.699921,"{'city': 'Kings County', 'type': 'google', 'region': 'New York', 'address': '303 Brooklyn Navy Yard', 'country': 'United States', 'latitude': '40.69992120000001', 'place_id': 'ChIJHe91hstbwokRrmGM0TFUEgs', 'longitude': '-73.9794411', 'city_state': 'Kings County, New York', 'description': '9th floor', 'country_code': 'US', 'full_address': '303 Brooklyn Navy Yard, Brooklyn, NY 11201, USA', 'mode': 'shown'}",public,"{'latitude': 40.699921, 'longitude': -73.979441}"
evt-FciMMkosRHAktyM,cal-n7ACmNBVboxCC8r,https://images.lumacdn.com/event-covers/ro/09ae9ac6-b504-4f89-a6bc-830579c1c567.png,2025-04-03T00:00:00.000Z,independent,False,offline,NYC Founder Happy Hour,True,,False,2025-04-02T21:00:00.000Z,America/New_York,THF-NYC-25Q1,usr-tx96C8pocTdFFcT,public,True,{'has_access': False},-73.98750,40.75500,"{'mode': 'obfuscated', 'city_state': 'New York, New York'}",guests-only,"{'latitude': 40.753764, 'longitude': -73.986739}"
evt-mpyiZRaVJZmVvRH,cal-4QC2SHpjEoyJ4D8,https://images.lumacdn.com/event-covers/kl/fd9cb4f7-ff63-4451-8b43-39419ebcca7a.webp,2025-04-02T23:30:00.000Z,independent,False,offline,Space: The Ultimate Innovation Arena and Battleground? Exploring the Final Frontier,True,,False,2025-04-02T21:00:00.000Z,America/New_York,b5rcrusg,usr-QmdQY1AUFNLGUkj,public,True,{'has_access': False},-73.99000,40.74000,"{'mode': 'obfuscated', 'city_state': 'New York, New York'}",guests-only,"{'latitude': 40.739372, 'longitude': -73.989405}"
evt-GQh0AdKjxNJqUrN,cal-rHAja6iI0yGcHeK,https://images.lumacdn.com/event-covers/84/60681580-45bd-4318-aa2a-ced42ec77822.png,2025-04-03T01:00:00.000Z,independent,False,offline,Sales Acceleration Night: Insights from Top Leaders,True,,False,2025-04-02T22:00:00.000Z,America/New_York,x10buj3h,usr-zq7t6zuiVM2hTn7,public,False,{'has_access': False},-73.989159,40.755931,"{'city': 'New York', 'type': 'google', 'region': 'New York', 'address': 'New York Times Building', 'country': 'United States', 'place_id': 'ChIJY8f_S1NYwokRtjCHSQph_1w', 'city_state': 'New York, New York', 'description': '', 'country_code': 'US', 'full_address': 'New York Times Building, 242 W 41st St, New York, NY 10036, USA', 'apple_maps_place_id': 'I424FBE290FCDB7FB', 'mode': 'shown'}",public,"{'latitude': 40.755931, 'longitude': -73.989159}"
