Event Name,Start Time,Address,Guest Count,Hosts,Url,Description
Eating for Tomorrow: Film Screening & Talk-Back for Earth Month,2025-04-29T18:30:00-04:00,225 E 67th St,47,Saurabh,https://www.meetup.com/vegetarian-nyc/events/307226941/,"Please join us on Tuesday, April 29th from 6:30 to 9:30 pm, for this film screening and talk-back to celebrate Earth Month. This event is in collaboration with [Plant Powered Metro New York (PPMNY)](https://www.plantpoweredmetrony.org/) and the Green Feather Foundation. It is a pay-what-you-can event and the price range is from $0 to $25 with part of the proceeds benefitting PPMNY.

The food we eat has the power to shape the future of our planet. This Earth Month, join us for a special community screening of *Eating for Tomorrow*, the 2021 documentary narrated by Academy Award-winning actress Kate Winslet.

From the depths of the Amazon rainforest to the windswept Scottish coastlines, *Eating for Tomorrow* takes viewers on a breathtaking journey across the globe, exposing the environmental consequences of our food choices. Through powerful storytelling — from indigenous voices on the frontlines of climate change to world-renowned scientists and global thought leaders — this eye-opening film uncovers urgent truths while offering a message of hope and empowerment.

After the screening, stay for an engaging talk-back moderated by PPMNY’s Wendy Sax, featuring vegan activist Saurabh Dalal and Jan Dutkiewicz, Assistant Professor of Political Science at the Pratt Institute. Together, we’ll explore practical steps to create a more sustainable food system — for ourselves, our communities, and future generations.

**To register for this event, you MUST GO to the event webpage by [clicking here to complete the registration form](https://www.greenfeather.org/event-details/eating-for-tomorrow-film-screening-talk-back-for-earth-month).** ***RSVP'ing here on this meetup page will NOT get you into the event.***

**Event Location:** Carriage House Annex
225 E 67th St, New York, NY 10065
*(PLEASE plan well in advance and come on time!)*

**Train Directions:** Take the F or N or Q or R train to Lexington Ave / 63rd St, or take the 4 or 6 train to 68 St - Hunter College. The venue is just a few short blocks from either subway station.

**After the Event (\~9:30 pm):** For whomever wants to join and as time permits, a number of us will find a nearby venue for vegan food and further conversations.

*Do bring a friend and RSVP asap, while helping support healthy vegan eating!*
***Remember it is a pay-what-you-can event (price range from $0 to $25) and you must register here:***
***https://www.greenfeather.org/event-details/eating-for-tomorrow-film-screening-talk-back-for-earth-month***

We look forward to seeing you on the 29th at 6:30 pm!
\~\~Saurabh"
Adult ADHD Support Group,2025-05-06T19:00:00-04:00,,69,CHADD Montgomery County,https://www.meetup.com/adultadhd/events/304716199/,"This is a monthly support group for adults with ADHD run through the Montgomery County, Maryland CHADD chapter. Meetings are typically the first Tuesday of each month from 7 to 8:30 PM.
Please register through meetup for each meeting. For any last minute connecting issues, please contact the group leader, Rachel Wills at 202.579.1144."
The Great Saturn/Neptune Conjunction (2025-26) in Aries,2025-05-13T19:00:00-04:00,240 E 53rd St,41,Danny Larkin,https://www.meetup.com/the-big-apple-astrology-meetup-group/events/306423337/,"Join us for a live presentation with [Maurice Fernandez](https://mauricefernandez.com/) discussing the Neptune / Saturn conjunction in Aries in 2025 and 2026.

This is a pay-what-can in-person event at the New York Theosophical Society. You may also join the Zoom livestream that night for a small $5 required ticket fee. This fee is necessary to prevent Zoom bombers.

**Livestream Tickets:**
[Buy tickets – Maurice Fernandez - Saturn meets Neptune in Aries – Zoom](https://www.tickettailor.com/events/bigappleastrologymeetup/1608875)

**Event Description:**
On May 24, 2025, Saturn will ingress into Aries and join Neptune in the early degrees of Aries. Over the course of the next 9 months, this conjunction will become tighter and looser, culminating in the exact conjunction at 0 degrees of Aries on February 20th, 2026.

In essence, this Saturn-Neptune conjunction will be one of the major astrological signatures of the next year. How can we work with this conjunction constructively, both in our own individual natal charts and personal lives, as well as in the wider collective changes taking place?

The Saturn-Neptune conjunction only takes place once every 36 years. Many of us will only experience it twice in a lifetime. How can we make the most of this unique opportunity?

Maurice Fernandez will lecture on previous Saturn-Neptune conjunctions in 1809, 1846, 1882, 1917, 1952 and 1989. Although each conjunction is a unique event with its own configurations, studying previous cycles can help us to better understand the powerful charge this conjunction gives to this moment.

What makes this 2025-2026 conjunction unique is that it will activate 0 degrees of Aries. This is the point of spring equinox, which in modern astrology is called the world axis. The significance of the Saturn-Neptune conjunction at this point cannot be understatated.

This Saturn-Neptune conjunction in Aries is part of synchronized shift of all slow-moving planets from introverted (Earth/Water) to extroverted (Fire/Air) signs. What does this shift in polarity signify on both the collective and individual level?

Join us for a fascinating deep dive into the Saturn-Neptune conjunction.

**$$ In Person Event:**
A suggested donation is $5 -$30 is very VERY much appreciated, but please know whatever you can afford is acceptable. Donations collected pay our rent, [Meetup.com](http://meetup.com/) fees, beverages and snacks, and the honorarium for Maurice Fernandez. You may bring cash to donate on the evening of the event, or you can donate online by purchasing a livestream ticket.

**$$ Livestream:**
You may also join the zoom livestream that night with a small $5 required ticket fee. You are encouraged to donate more to Maurice Fernandez. This fee is a precaution against trolls and zoom bombers, which occurred frequently when we shared a free zoom link on [meetup.com.](http://meetup.com./) You may purchase and livestream ticket after the event starts and join late. E-mail Danny Larkin at [DanielBLarkin@gmail.com](http://DanielBLarkin@gmail.com/) with any questions.

**Livestream Tickets:**
[Buy tickets – Maurice Fernandez - Saturn meets Neptune in Aries – Zoom](https://www.tickettailor.com/events/bigappleastrologymeetup/1608875)

**Recording:**
If you can’t attend live, you are welcome to buy a livestream ticket to get access to the recording. The recording will be shared with all livestream ticket buyers as well as individuals who RSVP yes for the event on [meetup.com.](http://meetup.com./) The deadline to buy the recording through the link above is 9:00pm on the evening of May 13th. Email Danny Larkin at [DanielBlarkin@gmail.com](http://DanielBlarkin@gmail.com/) with any questions.

**Directions:**
The meetup takes place at the New York Theosophical Society, which is next door to the Quest Bookshop. You may enter through the bookshop before 7 pm (when it closes) or to the left of the bookshop after 7 pm.

**Timing:**
7:00pm - 7:30pm - Open Q & A
7:30pm – 9:00pm – Maurice Fernadez – the Saturn-Neptune Conjunction"
April 2025 NYAPM Happy Hour,2025-04-28T18:00:00-04:00,"411 3rd Avenue, @ 29th St.",55,"James Oh Jr., Richard L. Young, Esq., Winnie S",https://www.meetup.com/new-york-asian-professionals/events/305773959/,"**Please note that our group and our happy hours are not for non-Asians.**

Our monthly happy hour is our flagship event that started it all years ago in 2005. Experience what it's all about -- come and meet fellow Asian professionals in a friendly, casual atmosphere. Relax after work and meet some new Asian people.

Because this is a free event, we humbly request that you buy one drink or more to support our venue since they are turning away other business to allow us to host our event (buying alcoholic drinks/soft drinks/bottled water helps support the venue -- getting free tap/iced water does not).

First time to one of our events? See photos from previous happy hours on [Meetup](http://www.meetup.com/New-York-Asian-Professionals/photos/) or [Facebook](https://www.facebook.com/nyapm/photos_albums).

Hope to see you there!

Also find us on Facebook:
[https://www.facebook.com/share/165BTXfhYa/](https://www.facebook.com/share/165BTXfhYa/)"
Beer & Books in Brooklyn,2025-05-19T19:30:00-04:00,"460 Bergen Street,",77,Thomas,https://www.meetup.com/silentbookclubnyc/events/306917781/,"Let's meet up in Park Slope where **we'll have the entire bar to ourselves!** Bring your latest read and **enjoy 10% off draft pours**.

Since Beer Witch is typically closed on Mondays, **we encourage readers to order two drinks** (non-alcoholic beers are available, but no soft drinks) to help make opening worth their while.

[Beer Witch](https://www.beerwitchbrooklyn.com) is conveniently located near multiple subway lines at Atlantic Terminal-Barclays Center Station."
Ladies Luncheon - Kips Bay,2025-05-09T12:30:00-04:00,181 Lexington Ave,17,Laura Schindelman,https://www.meetup.com/manhattan-womens-social/events/307427042/,"Join the Manhattan Women's Social Meetup for a fun-filled afternoon sharing a delicious meal together. This event is a great opportunity to meet new friends and/or connect with women you've met previously in the meetup community.

Check out their menu [here](https://media-cdn.getbento.com/accounts/fea76749e539deff43192fd9511f980f/media/747zm9JbSISJSxP5n0YW_LUNCH%20MENU.pdf).

PLEASE BRING CASH FOR EASE OF PAYMENT 🙏"
Columbia DSL Spring Semester Student Showcase - storytelling + emerging tech,2025-05-05T18:30:00-04:00,144 W 65th St,41,lance weiler,https://www.meetup.com/columbia-dsl/events/307342704/,"Join Columbia University’s Digital Storytelling Lab for a special evening celebrating student works at the crossroads of storytelling, design, play, and emerging technologies. Experience experiments in physical computing, AI, AR, and browser-based technologies, presented by four courses: **Digital Storytelling II, Worldbuilding, Creative Coding** and **Transformative Storytelling.**

Plus we'll conclude the night with an open discussion on artistic practice. This informal “exit strategy” provides students with a platform to reflect on their work, exchange ideas, and connect with seasoned practitioners in a lively conversation."
NYVR - May 2025 ,2025-05-14T18:00:00-04:00,"15 West 38th, 2nd floor",31,Dj smith,https://www.meetup.com/nyvr-virtual-reality-nyc/events/305477524/,Lineup of presenters to be announced
Using System Thinking & Modelling to Solve Tough Organizational Problems,2025-05-02T12:00:00-04:00,,146,Gene Gendel,https://www.meetup.com/large-scale-scrum-less-in-nyc/events/307194084/,"**Is your company facing some of the below listed challenges?**

If the answer is 'yes', and you are of the people who has been asked to resolve these challenges, you may wish to start attending these series.

The below challenges will be discussed, using a system modelling (thinking) approach that helps identifying most important cause & effect relationships and find resolutions quicker.

***We shall be covering the below challenges gradually (it is a long list), as we progress to the series of meetings.***

**Known Challenges:**

* In a rush, to become agile, did your organization adopt an ""operating model"", by incorrectly copy-pasting something that has been well known in the industry for year but required a much deeper understanding, before implementing?
* In a rush, to become product-centric organization very fast, did your end end up with tons of products-wanna-be, such as: “area products”, sub-products, technical products, ""tech-for-tech"" products, ""no_real_customers_no_human_users"" products?
* At your company, are large products defined by a technology department, instead of business people? Does this lead to a lack of user/customer centricity?
* Do multiple back-end applications get integrated into a single product way too late in the process, resembling a classic waterfall?
* Does it feel that coordination between so many, so-called, products is unreasonably difficult, time consuming and expensive?
* Does it feel that the financial/budgeting aspect is missing from product management/ownership and is handled by org structures that are too distant from product management/ownership/development?
* Does it feel that product managers and products owners, ""manage and own"" in spirit only, while being, mostly, disempowered?
* Do you feel that technology people lack basic understanding of business, whereas business people have lost their trust in technology and its guidance in ""what is agile""?
* Do you feel that too many locally optimized, mid-level managers are overly focused on their own, local successes that frequently do not add up to a collective success?
* Does it seem that there are too many local initiative owners, whose priorities compete for budget, and whose personal agenda prevails over collective agenda?
* Does it seem that legacy resource management/sharing and skill set capacity allocation are being applied to agile (adaptive) ways of working and do not work?
* Is executive management disengaged from strategic discussions that define value and set priorities?
* Is there a lack of effective collaboration among technology teams, and between business and technology?
* Are people still confused with how to focus on products in the environment of portfolio-to-program-to-project management?
* Is there a confusion between portfolios of true-real products and traditional budgeted work, called ""portfolios""?
* Is there a misalignment between strategic goals, product roadmaps and product backlogs?
* Is there a confusion between outputs and outcomes, defined by short-term and long-term plans?
* Is there a confusion between true product/feature teams and component/application/delivery teams?
* Is there a gap between financial decisions/costs and product prioritization decisions?
* Is there a lack of synergy between business strategic goals and technology strategic goals?
* Are there challenges in identifying meaningful metrics and separating them from vanity (gaming) metrics?
* Is there confusion about what should be included in executive reports?
* Is there a confusion when to apply: Scrum, Large Scale Scrum, Team Kanban, Enterprise Kanban?"
High Falls to New Paltz Free Hike,2025-05-04T08:00:00-04:00,625 8th Ave,45,"Alexey, Neverwinter",https://www.meetup.com/neverwinter-free-hiking-and-cycling/events/305560617/,"Only heavy rain can stop us!

Dear verticals, it's time to try something new.
This time we will visit one of the largest waterfalls in Hudson Valley - High Falls that slides 120 feet down a plane of granite.
After that we will hike through beautiful Mohonk Preserve (Please note that entrance fees to the park may apply).
We will pass historical landmarks, ponds and rivers and end up in New Paltz.
This is not a loop hike!
After the hike we might have dinner in one of the famous Tibetan restaurants.

May 4 (Sunday)
Starts at 8:00 AM

You can meet the group at 2 points:
1st meeting point: 8:00 AM
(1st floor) in front of Dunkin' Donuts at Port Authority Bus Terminal (625 8th Ave, New York)
[https://maps.app.goo.gl/qzYGMQQZXFvDFdjC7](https://maps.app.goo.gl/qzYGMQQZXFvDFdjC7)

2d meeting point: 10:25 AM
in front of TRT Bicycles (1066 NY-32, Rosendale, NY)
[https://maps.app.goo.gl/LeSnRXsqRyF65HxZ9](https://maps.app.goo.gl/LeSnRXsqRyF65HxZ9)

Detailed plan:
08:00 AM - Meeting at 1st floor in front of Dunkin' Donuts at Port Authority Bus Terminal.
08:30 AM - Departure from Port Authority Bus Terminal to Rosendale, NY.
10:20 AM - Arriving at Rosendale, NY.
10:25 AM - Meeting rest of the group in front of TRT Bicycles (1066 NY-32, Rosendale, NY).
12:00 PM - Arriving at High falls.
01:00 PM - Entering the Table Rocks at Mohonk Preserve.
01:20 PM - Lunch by trail.
01:45 PM - Continue hiking.
02:50 PM - Reaching Bonticou Crag.
05:00 PM - Reaching New Paltz.
05:20 PM - Dinner at Pho Tibet.
07:00 PM - Taking the bus from New Paltz, NY to Port Authority Bus Terminal.
08:40 PM - Arriving at Port Authority Bus Terminal.

\*\*\*USEFUL INFO\*\*\*
Elevation: 1600 ft.
Distance: about 13 miles (please keep this into consideration as this hike is NOT for rookies).
We highly suggest you buy all tickets in advance (Port Authority to Rosendale, NY and New Paltz, NY to Port Authority).
Hiking shoes are highly suggested.
Please bring the food and enough water for a half day as we will not stop for food during the hike.
Some of us might drive so don't hesitate to ask the group for the pick up.

Map (screenshot): [)
Google map: [https://maps.app.goo.gl/SjpWDAqgnwYQPkbU7](https://maps.app.goo.gl/SjpWDAqgnwYQPkbU7)

We might optimize the route based on weather and other conditions.

Our FB group: [https://www.facebook.com/groups/567293385132145](https://www.facebook.com/groups/567293385132145)
Our meetup group: [https://meetu.ps/c/4ZjSr/LdM6k/d](https://meetu.ps/c/4ZjSr/LdM6k/d)
Whatsapp group: [https://chat.whatsapp.com/GVXEFcR4PMjH70KLNlbpRV](https://chat.whatsapp.com/GVXEFcR4PMjH70KLNlbpRV)
Telegram: [https://t.me/neverwinterfree](https://t.me/neverwinterfree)

Please apply via:
IG: coz_its_mo
LINE: cozmo31
Wechat: cozmo31
[www.meetup.com/messages/?new_convo=true&member_id=28694880](http://www.meetup.com/messages/?new_convo=true&member_id=28694880)

Disclaimer of liability:
By participating in this activity you agree that organizers are not to be held responsible for any damages, injuries, or losses that may occur before, during or after the event."
NYC Data Exploration with Plotly Python,2025-05-12T17:30:00-04:00,25 11th Avenue,33,adam,https://www.meetup.com/ai-chatgpt-socials-in-nyc/events/307341317/,"Join us in building Python data apps and visualizations, based on the NYC dataset of the month. We'll work in small groups to build creative and interesting data apps, while using AI to support our progress.

Don't worry if you're new to Python and Plotly. Adam will provide a brief workshop at the beginning of the session.

Note: please bring your own laptops. We'll bring the food and soda. Also, we encourage you to join [Plotly's Discord server](https://discord.gg/Pa8scsgepB) where we discuss the projects we tackle at these events.

Map of classroom:
https://s3.amazonaws.com/ts-prod-assets.tripleseat.com/assets/067/412/368/P57_Map_Classroom_Market_Jan_2024_1_.pdf

All of our monthly New York City meetups aim to connect, share resources and ideas, and discuss AI and Python projects that can make a positive impact in the world, but especially in New York City.

Continued discussions outside of the meetup framework is highly encouraged, so feel free to share your LinkedIn or social media handles when we meet."
Our first Spring event of 2025!,2025-04-26T18:00:00-04:00,551 5th Avenue,10,Debbie Ditanna,https://www.meetup.com/new-york-womens-social-over-50-meetup-group/events/307338392/,"I want to wish all of you that are celebrating a very Happy Easter and Happy Passover and Happy Spring to all! This is our first event of the
Spring since I am back from Brasil (nearly a week ago) and the sun has come out and the temps I hope have truly begun to moderate.
As always before you RSVP ""yes"" please check your schedule to be sure you have no conflicts and then please mark your calendar. The same holds true if you waitlist yourself. Remember this is a commitment to this group, to me and to the restaurant. Can't wait to see you all and catch up!
Debbie"
AI Infrastructure for Financial Services,2025-05-06T16:30:00-04:00,"4 Times Square (Entrance on Broadway, between 42nd and 43rd Street)",25,Stephanie Yu,https://www.meetup.com/nyc-fintech-women/events/307343030/,"Hi everyone!

Kicking off this year's series of NYC Fintech Women events with the AI Infrastructure for Financial Services Tuesday on May 6, 2025.

Join this exclusive session hosted by VentureBeat, NVIDIA, and Supermicro to discover how top financial institutions are unlocking real-time intelligence with cutting-edge AI infrastructure built for speed, efficiency, and scale – paired with peer-to-peer networking from an invite-only list of industry execs. You need to [RSVP here](https://lu.ma/av8p98yx) to grab your spot.
​
**Get the latest on:**

* ​**Data Center Building Blocks for AI**
* ​**Liquid Cooling and Power Efficiency**
* ​**Advancements in GPU Accelerators**

# ​After Hours with AI: **Immersive DJ set powered by artificial intelligence**

​Plus, enjoy an AI-inspired evening that pushes the boundaries of what’s possible—complete with intelligent entertainment, crafted cocktails, and the kind of conversations you won’t find anywhere else.

# Agenda

​4:30 PM - 5:30 PM Registration and Refreshments
​5:30 PM - 5:35 PM Opening Remarks
​5:35 PM - 6:15 PM Inside the AI Advantage: A Joint Briefing by Supermicro and NVIDIA on Transforming Financial Services at the Edge of Innovation
​6:15 PM - 6:45 PM After Hours with AI: Sound, Light, Innovation & Exceptional Drinks
​6:45 PM - 8:00 PM Networking and Refreshments

Make sure to RSVP here https://lu.ma/av8p98yx. See you then!

Cheers!
Stephanie"
Talk & Discussion: Is There a Case for Journey Management?,2025-04-30T18:00:00-04:00,"51 Astor Pl, New York, NY 10003",19,"Barry Devin Hecker, David Russo, Francesco, Yasmin McCall, Nicholas Steigmann",https://www.meetup.com/sdnnyc/events/307421252/,"**Wednesday, May 30th - 6:00 PM EDT**
**Talk & Discussion: Is There a Case for Journey Management?**

**\*\*\*Please fill out at this attached link to access our venue, prior to the event date: [https://forms.gle/QhhVABpsWAPuNmY26](https://forms.gle/QhhVABpsWAPuNmY26) \*\*\***

**Event Description**
Is There a Case for Journey Management? Let’s Explore It Together
What is journey management, and does it really matter? In this informal and interactive session, we’ll explore these questions together. Drawing on my experience as a consultant with Adaptive Path and a design leader at Capital One, I’ll share real-world examples and thoughts on positioning journey management as both a customer experience (CX) tool and a driver of business efficiency.
But this isn’t a one-way conversation. I want to hear from you. Together, we’ll dig into:

* Your definition of journey management: What does it mean to you?
* Journey mapping vs. journey management: How do they relate—or differ?
* Arguments for and against managing journeys: What’s the strongest case on either side?

The goal is to surface diverse perspectives, learn from each other, and collectively shape a deeper understanding of what journey management can (and can’t) do. Whether you’re a journey skeptic or a journey evangelist, your voice matters in this conversation.
Let’s get our hands dirty, share insights, and see where this exploration takes us!

**Speaker**
**[Jamin Hegeman](https://www.linkedin.com/in/jaminhegeman/)** is a seasoned design executive with extensive experience leading cross-functional teams to deliver exceptional customer experiences, foster innovation, and scale design organizations to drive business growth. His career spans a broad spectrum, having worked as a journalist, editor, and web developer, with expertise across all aspects of design—from research to strategy to delivery, and from UI to hardware to print and physical spaces.
Over the past 15 years, Jamin has pioneered and advanced service design and journey management, integrating these practices into organizations such as Adaptive Path, Capital One, Hitachi, REI, and USAA. He has led 21 service design conferences across Europe and North America, furthering the discipline’s global impact.
A passionate advocate for design and meaningful change, Jamin is dedicated to empowering the people around him. Whether coaching leaders, developing design cultures, or aligning teams around a shared vision, he thrives on creating environments where creativity and strategy come together to deliver real outcomes—and make the world a better place.
**Agenda**

* 6-6:30PM Meet & mingle over food and drink
* 6:30-7:30PM Talk
* 7:30-8:00PM Discussion & networking

**Address**
Intuit
51 Astor Place
New York, NY 10003
**Financial Transparency & Scholarships**
As a non-profit, we do our best to strike a balance between making our events available to all and ensuring we keep the lights on. For this event, we are charging $10.

* If this amount is prohibitive for you to attend this event, please message [Barry](https://www.meetup.com/sdnnyc/members/267573171/) on Meetup and we’ll provide you a scholarship to this event.
* If you’d like to provide scholarships, please message [Barry](https://www.meetup.com/sdnnyc/members/267573171/) on Meetup and he will follow up with you.

See you there :)
Francesco, David, Barry, Yasmin, Lynn, & Nick

Photo by [Markus Laanisto](https://unsplash.com/@markuslaanisto?utm_content=creditCopyText&utm_medium=referral&utm_source=unsplash) on [Unsplash](https://unsplash.com/photos/gray-concrete-road-between-brown-grass-field-under-white-clouds-and-blue-sky-during-daytime-xn9kKyq5r7U?utm_content=creditCopyText&utm_medium=referral&utm_source=unsplash)"
Happy Hour @ Vanguard Wine Bar (Midtown West)!,2025-04-30T18:30:00-04:00,252 W 51st St,35,Jeff M,https://www.meetup.com/magnum-the-nyc-gay-mens-wine-group/events/307378180/,"Hello Magnum Friends!

Let's meet for happy hour @ Vanguard Wine Bar in Midtown West (near 51ST / 8TH) & enjoy their amazing wine & delicious food options.

Everyone will be on their own tab for this event.

I hope you can make it!

--Jeff"
[Register on Luma] Tech and Startup Networking Mixer,2025-05-01T17:30:00-04:00,110 Delancey St,77,Startup+,https://www.meetup.com/startups-hq/events/307218686/,"### **𝗦𝘁𝗮𝗿𝘁𝘂𝗽+ 𝗽𝗿𝗲𝘀𝗲𝗻𝘁𝘀.**

**To attend, you must register on Luma. It is fee-free as well.**
***Luma link*** - [https://lu.ma/nyc-events](https://lu.ma/nyc-events)

NYC's largest and best networking mixer in the startup space is back. We call all tech founders, SaaS founders, entrepreneurs, recruiters, freelancers, startup mentors, coaches, and engineers for an evening of great connections and networking.

Startup+ is New York City's premier startup community dedicated to fostering connections among entrepreneurs, investors, and innovators. Founded in **2021** during the pandemic, Startup+ has rapidly grown to include over **15,000 members** passionate about driving innovation and building successful ventures. Startup+ has hosted over **5000** in-person attendees and conducted **12+ Pitch and 50+ networking events**.

Are you an entrepreneur looking to grow your startup? Are you interested in connecting with other like-minded individuals and organizations in the startup ecosystem? If so, you won't want to miss our upcoming startup networking event!

Our event will be a great opportunity to network with potential investors, customers, partners, and mentors. Whether you're just starting out or you're an established entrepreneur, you'll find something valuable at this event.

***RSVP here does not reflect the actual signup. This event is promoted on multiple platforms by multiple groups and communities.***

**Why Attend?**

* **Expand Your Network:** Meet and connect with influential people in the startup community.
* **Gain Insights:** Learn from the experiences and success stories of established entrepreneurs.
* **Talk about your Idea:** Present your ideas and get valuable feedback from investors and peers.
* **Find Opportunities:** Discover potential partners, mentors, and investors who can help you take your startup to the next level.

**What to bring?**
\- Bring your business cards\, if you have
\- Name tags will be provided
\- Our events are in reserved spaces with conversational music; make the most of it
\- Dress code is business casual

**Sponsorship Opportunities:**
We have exclusive sponsorship opportunities with different tiers, such as Gold, Silver, and Platinum, for those who want to tap into our events' expansive user base through our newsletter, meetup, Eventbrite, and other social media platforms. Please reach out to [startupplus22@gmail.com](mailto:startupplus22@gmail.com) for more information on the packages.

**Media/Press Opportunities:**
Startup+ was already featured in startup news, such as [startups to follow](https://www.startuptofollow.com/article/startup-the-story-of-rebuilding-new-york-s-startup-scene). We are looking for more media coverage. Startup+ is a ground-level startup community without the backing of major banks or investor firms. We have grown to 15,000 members organically and hosted 100+ founders, 300+ investors, and several thousand general attendees **in person**. Media/Press folks looking to partner with us enjoy free entry to all our events. Please reach out to [startupplus22@gmail.com](mailto:startupplus22@gmail.com) to collaborate

**Volunteer Opportunities:**
Looking to attend our events for free? Volunteer with us and help us run the event. Your entry is on us. Please reach out to [startupplus22@gmail.com](mailto:startupplus22@gmail.com) to know details.

**Promotional Opportunities:**
Do you have a business proposal that is mutually beneficial to Startup+? For example, if you are a photography service looking to gain clients, Startup+ attendees like to get their photos taken. Write to [startupplus22@gmail.com](mailto:startupplus22@gmail.com) with your proposal.

### **About Startup+**

Startup+ is New York City's premier startup community dedicated to fostering connections among entrepreneurs, investors, and innovators. Founded in 2021 during the pandemic, Startup+ has rapidly grown to include over 15,000 members passionate about driving innovation and building successful ventures. Startup+ has hosted over 5000 in-person attendees and conducted 12+ Pitch and 50+ networking events.

**What We Offer**

* **In-Person Events:** We host a wide range of events designed to connect and inspire. Our calendar saw 12+ pitch events and 50+ networking mixers, providing numerous opportunities for startups to showcase their ideas, gain feedback, and build meaningful relationships.
* **Expert Insights:** Members gain access to a wealth of knowledge from industry leaders.
* **Community Spotlights:** We offer a platform for startups to gain visibility and connect with potential partners and investors.

**Connect with Us**
Connect with us via our [newsletter](https://www.newsletter.startupplus.club/) to receive **exclusive discounts**, partner trials, and offers delivered to your email.

**Disclaimer**
By attending the events of Startup+ or Dev.Talks, you agree that the photos/videos taken during the event will be used to promote future events."
FFDG NYC: Community FlutterFlow Coworking Session,2025-04-29T18:00:00-04:00,821 Broadway,23,"Joseph Karman, Nic Byron, Patricia, Erica Hanson",https://www.meetup.com/ffdg-new-york-city/events/307239326/,"Join fellow FlutterFlow developers in NYC for a focused community coworking session. This event is designed to help you advance your projects, troubleshoot challenges, and collaborate with others working in FlutterFlow.

**Event Highlights:**

* Dedicated coworking time for your FlutterFlow projects
* Opportunity to get help and feedback from peers
* Share insights and practical solutions
* Network with other local FlutterFlow enthusiasts

Bring your laptop and your current project—whether you're stuck on an issue or eager to help others, this session offers a supportive space for learning and collaboration.

RSVP today to secure your spot. We look forward to building and learning together!

🍕 **Food & Drinks:** Provided, because great ideas deserve great snacks!
🗓 **When:** Tuesday, April 29th, 6-9pm
🚪 **Doors Open:** 6:00 PM
📍 **Where:** FlutterFlow NYC Office (821 Broadway #5)"
Hybrid Event: Elham Saeidinezhad - Banks as Synthetic Hedge Funds,2025-05-06T18:00:00-04:00,140 W 62nd St,19,"Web at IAQF, Harvey Stein",https://www.meetup.com/thalesians/events/307196433/,"IAQF & Thalesians Seminar Series: Banks as Synthetic Hedge Funds - A Seminar by Elham Saeidinezhad

6:00 PM Seminar Begins
7:30 PM Reception

Hybrid Event

Location:
Fordham University
McNally Amphitheater
140 West 62nd Street
New York, NY 10023

Free Registration!
For Virtual Attendees: Please **email** web@iaqf.org for the link.

**Abstract:**
The collapse of Silicon Valley Bank (SVB) highlights the growing transformation of deposit-taking institutions into synthetic hedge funds, blending private equity-style banking with hedge fund-like trading strategies. This paper provides a conceptual framework to examine SVB’s hybrid model, which combined on-balance-sheet activities--such as venture capital credit lines and subscription facilities--with off-balance-sheet speculative strategies, including swap spread arbitrage.
These innovations positioned SVB as a synthetic hedge fund, leveraging financial engineering to enhance returns while operating within a regulatory framework designed for traditional banks. SVB’s failure underscores the tension between speculative risk-taking and the stability imperatives of deposit-taking institutions. The reliance on rigid financial models and misinterpreted macroeconomic signals led to premature hedging exits, exposing the bank to rising interest rates and liquidity stress.

The paper explores how the evolution of bank-driven synthetic hedge funds reshapes banking risk management, particularly through synthetic risk transfer (SRT), which allows institutions to redistribute risk while maintaining exposure. However, these strategies heighten systemic interconnectedness, amplifying liquidity mismatches and market fragility. Finally, the paper considers whether central banks must adapt as synthetic hedge funds of last resort, stabilizing a financial system increasingly shaped by hybrid institutions that blur the lines between banking and investment fund strategies.

**Bio:**
Elham Saeidinezhad is a Term Assistant Professor of Economics at Barnard College, Columbia University, where she teaches finance courses. She also teaches at NYU Stern.

Her research explores the intersection of market microstructure, industrial organization, and financial stability. She leads the Market Microstructure Project, an independent initiative surveying market dynamics to explore changes in financial market infrastructures and their implications for the broader financial system.

Previously, she was a Lecturer at UCLA’s Economics Department, teaching courses in Money and Banking and Monetary Economics. She also worked as a research economist in the International Finance and Macroeconomics Group at the Milken Institute, studying post-crisis structural shifts in capital markets. As a postdoctoral fellow at the Institute for New Economic Thinking (INET), she collaborated with Prof. Perry Mehrling on the Money View framework. She holds a Ph.D. in Empirical Macroeconomics from the University of Sheffield and a bachelor’s degree from Shiraz University."
