Column1.image,Column1.saves,Column1.event_sales_status,Column1.timezone,Column1.id,Column1.tickets_url,Column1.urgency_signals,Column1.tickets_by,Column1.primary_organizer_id,Column1.dedup,Column1.num_children,Column1.debug_info,Column1.parent_url,Column1.hide_end_date,Column1.start_date,Column1.end_time,Column1._type,Column1.public_collections.creator_collections.object_count,Column1.public_collections.creator_collections.collections,Column1.ticket_availability.maximum_ticket_price,Column1.ticket_availability.minimum_ticket_price,Column1.ticket_availability.is_free,Column1.ticket_availability.has_bogo_tickets,Column1.ticket_availability.has_available_tickets,Column1.ticket_availability.is_sold_out,Column1.end_date,Column1.tags,Column1.eventbrite_event_id,Column1.start_time,Column1.primary_venue._type,Column1.primary_venue.name,Column1.primary_venue.venue_profile_id,Column1.primary_venue.address.city,Column1.primary_venue.address.country,Column1.primary_venue.address.region,Column1.primary_venue.address.longitude,Column1.primary_venue.address.localized_address_display,Column1.primary_venue.address.postal_code,Column1.primary_venue.address.address_1,Column1.primary_venue.address.address_2,Column1.primary_venue.address.latitude,Column1.primary_venue.address.localized_multi_line_address_display,Column1.primary_venue.address.localized_area_display,Column1.primary_venue.venue_profile_url,Column1.primary_venue.id,Column1.primary_organizer._type,Column1.primary_organizer.num_upcoming_events,Column1.primary_organizer.name,Column1.primary_organizer.profile_type,Column1.primary_organizer.num_followers,Column1.primary_organizer.url,Column1.primary_organizer.twitter,Column1.primary_organizer.summary,Column1.primary_organizer.num_saves,Column1.primary_organizer.image_id,Column1.primary_organizer.followed_by_you,Column1.primary_organizer.facebook,Column1.primary_organizer.num_collections,Column1.primary_organizer.id,Column1.primary_organizer.website_url,Column1.primary_organizer.num_following,Column1.full_description,Column1.image_id,Column1.is_protected_event,Column1.is_cancelled,Column1.primary_venue_id,Column1.checkout_flow,Column1.series_id,Column1.name,Column1.language,Column1.url,Column1.hide_start_date,Column1.summary,Column1.is_online_event,Column1.eid,Column1.published
[Record],[Record],[Record],America/New_York,1254923262259,https://www.eventbrite.com/checkout-external?eid=1254923262259,[Record],Eventbrite,13064382976,[Record],1,[Record],,FALSE,2025-05-14,21:00,destination_event,0,[List],[Record],[Record],FALSE,FALSE,FALSE,TRUE,2025-05-14,[List],1254923262259,19:30,destination_venue,"St. Joseph’s University, New York - Brooklyn",,Brooklyn,US,NY,-73.9676972,"245 Clinton Avenue, Brooklyn, NY 11205",11205,245 Clinton Avenue,,40.6905601,[List],"Brooklyn, NY",,256618703,destination_profile,,Greenlight Bookstore,organizer,3844,https://www.eventbrite.com/o/greenlight-bookstore-13064382976,greenlightbklyn,"Founded in October 2009, Greenlight Bookstore is a general independent bookstore in Fort Greene, Brooklyn, which hosts literary events in-store and with partner venues. The mission of Greenlight Books...",,596130449,FALSE,greenlightbklyn,,13064382976,https://www.greenlightbookstore.com/,,,968323153,FALSE,,256618703,widget,,Book Event: Ocean Vuong with Alexander Chee (at SJNY),en-us,https://www.eventbrite.com/e/book-event-ocean-vuong-with-alexander-chee-at-sjny-tickets-1254923262259,FALSE,"Beloved poet and novelist Ocean Vuong presents his new novel The Emperor of Gladness, in conversation with Alexander Chee .",FALSE,1254923262259,2025-02-19T20:42:36Z
[Record],[Record],[Record],America/New_York,1309001511759,https://www.eventbrite.com/checkout-external?eid=1309001511759,[Record],Eventbrite,25022324702,[Record],1,[Record],,FALSE,2025-05-03,17:00,destination_event,0,[List],[Record],[Record],TRUE,FALSE,TRUE,FALSE,2025-05-03,[List],1309001511759,12:00,destination_venue,Gansevoort Plaza,,New York,US,NY,-74.0062372,"38 Gansevoort Street, New York, NY 10014",10014,38 Gansevoort Street,,40.739533,[List],"New York, NY",,263712653,destination_profile,,Leica Camera,organizer,7740,https://www.eventbrite.com/o/leica-camera-25022324702,LeicaCameraUSA,"Leica represents a union of craftsmanship, design and experience. It is a beautiful collision of art and engineering, and the future of form and functionality. Leica Camera, headquartered in Wetzlar, ...",,98316286,FALSE,LeicaCameraUSA/,,25022324702,http://us.leica-camera.com,,,1007106363,FALSE,,263712653,widget,,100 Years of Leica: Witness to a Century - New York,en-us,https://www.eventbrite.com/e/100-years-of-leica-witness-to-a-century-new-york-tickets-1309001511759,FALSE,"Join us in Gansevoort Plaza,12–5 PM for a celebration honoring a century of innovation in photography. Presented by Meatpacking District.",FALSE,1309001511759,2025-04-04T21:44:19Z
[Record],[Record],[Record],America/New_York,1316801842759,https://www.eventbrite.com/checkout-external?eid=1316801842759,[Record],Eventbrite,4550013695,[Record],1,[Record],,FALSE,2025-04-13,23:59,destination_event,0,[List],[Record],[Record],FALSE,FALSE,TRUE,FALSE,2025-04-13,[List],1316801842759,16:00,destination_venue,HK Hall,,New York,US,NY,-73.996,"605 West 48th Street, New York, NY 10036",10036,605 West 48th Street,,40.765,[List],"New York, NY",,264677493,destination_profile,,City Elite Group,organizer,28158,https://www.eventbrite.com/o/city-elite-group-4550013695,@nyccompton,City Elite Group Is a Preimer Night Life Planning Company Based In New York City that executes Events for People to remember.,,4803715,FALSE,cityelitegroup,,4550013695,http://www.cityelitegroup.com,,,1003184863,FALSE,,264677493,widget,,Bobby Shmurda & Lougotcash Single Release Party At Big Apple Brunch,en-us,https://www.eventbrite.com/e/bobby-shmurda-lougotcash-single-release-party-at-big-apple-brunch-tickets-1316801842759,FALSE,Get ready for Super Star Status single Release Party,FALSE,1316801842759,2025-04-07T20:44:17Z
[Record],[Record],[Record],America/New_York,1269728625499,https://www.eventbrite.com/checkout-external?eid=1269728625499,[Record],Eventbrite,4734218163,[Record],1,[Record],,TRUE,2025-04-20,21:00,destination_event,0,[List],[Record],[Record],TRUE,FALSE,TRUE,FALSE,2025-04-20,[List],1269728625499,10:00,destination_venue,Middle Collegiate Church,,New York,US,NY,-73.987911,"112 Second Avenue, New York, NY 10003",10003,112 Second Avenue,,40.7276359,[List],"New York, NY",,8898821,destination_profile,,Middle Church,organizer,958,https://www.eventbrite.com/o/middle-church-4734218163,,"Middle Collegiate Church is a celebrating, culturally diverse, inclusive and growing community of faith where all people are welcomed just as they are as they come through the door. As a teaching cong...",,149370029,FALSE,MiddleCollegiateChurch,,4734218163,http://www.middlechurch.org/,,,975300043,FALSE,,8898821,widget,,Come Back Home to Love – Easter at Middle Church,en-us,https://www.eventbrite.com/e/come-back-home-to-love-easter-at-middle-church-tickets-1269728625499,TRUE,Come join us for a heartwarming Easter celebration at Middle Church - let's come back home to love together!,FALSE,1269728625499,2025-03-04T21:46:58Z
[Record],[Record],[Record],America/New_York,1225419114559,https://www.eventbrite.com/checkout-external?eid=1225419114559,[Record],Eventbrite,106501007781,[Record],1,[Record],,FALSE,2025-04-29,17:00,destination_event,0,[List],[Record],[Record],TRUE,FALSE,TRUE,FALSE,2025-04-29,[List],1225419114559,09:15,destination_venue,550 1st Ave.,,New York,US,NY,-73.9739642,"550 1st Avenue, New York, NY 10016",10016,550 1st Avenue,,40.7421225,[List],"New York, NY",,256835873,destination_profile,,NYU Grossman School of Medicine and NYU Langone Health,organizer,28,https://www.eventbrite.com/o/nyu-grossman-school-of-medicine-and-nyu-langone-health-106501007781,,,,,FALSE,,,106501007781,,,,948749733,FALSE,,256835873,widget,,Catalyzing Innovation in Learning Health Systems through Research,en-us,https://www.eventbrite.com/e/catalyzing-innovation-in-learning-health-systems-through-research-tickets-1225419114559,FALSE,Join us at NYU Langone Health for a day of exploring how research can drive innovation in learning health systems,FALSE,1225419114559,2025-01-30T20:38:50Z
[Record],[Record],[Record],America/New_York,1112951791769,https://www.eventbrite.com/checkout-external?eid=1112951791769,[Record],Eventbrite,19885582457,[Record],1,[Record],,FALSE,2025-04-15,18:30,destination_event,0,[List],[Record],[Record],TRUE,FALSE,FALSE,TRUE,2025-04-15,[List],1112951791769,14:30,destination_venue,Kimmel Center for University Life,,New York,US,NY,-73.9978275,"60 Washington Square South, New York, NY 10012",10012,60 Washington Square South,,40.72993659999999,[List],"New York, NY",,246279443,destination_profile,,NYU SPS Human Capital Management,organizer,385,https://www.eventbrite.com/o/nyu-sps-human-capital-management-19885582457,,,,,FALSE,,,19885582457,,,,994232133,FALSE,,246279443,widget,,Cracking the Connection Code,en-us,https://www.eventbrite.com/e/cracking-the-connection-code-tickets-1112951791769,FALSE,Transforming Human Potential to Drive Business Success,FALSE,1112951791769,2024-12-12T19:13:41Z
[Record],[Record],[Record],America/New_York,1221480443889,https://www.eventbrite.com/checkout-external?eid=1221480443889,[Record],Eventbrite,105655500371,[Record],1,[Record],,FALSE,2025-04-27,22:00,destination_event,2,[List],[Record],[Record],FALSE,FALSE,FALSE,FALSE,2025-04-27,[List],1221480443889,19:00,destination_venue,Elsewhere - The Hall,,Brooklyn,US,NY,-73.923169,"599 Johnson Avenue, Brooklyn, NY 11237",11237,599 Johnson Avenue,,40.709411,[List],"Brooklyn, NY",,252188793,destination_profile,,Elsewhere,organizer,1071,https://www.eventbrite.com/o/elsewhere-105655500371,elsewherespace,"Elsewhere is a multi-room music venue, nightclub, and arts space in Bushwick, Brooklyn. Our focus is underground and unbound music, presented with love.",,941144193,FALSE,,,105655500371,https://www.elsewhere.club/,,,944128033,FALSE,,252188793,widget,,"SOFT PLAY, Babe Haven",en-us,https://www.eventbrite.com/e/soft-play-babe-haven-tickets-1221480443889,FALSE,Join us for SOFT PLAY in The Hall @ Elsewhere in Brooklyn!,FALSE,1221480443889,2025-02-03T15:00:33Z
[Record],[Record],[Record],America/New_York,1077814424959,https://www.eventbrite.com/checkout-external?eid=1077814424959,[Record],Eventbrite,43013127903,[Record],1,[Record],,TRUE,2025-04-14,00:00,destination_event,0,[List],[Record],[Record],FALSE,FALSE,TRUE,FALSE,2025-04-15,[List],1077814424959,21:00,destination_venue,Barnes & Noble,,New York,US,NY,-73.9896278,"33 East 17th Street, New York, NY 10003",10003,33 East 17th Street,,40.7369416,[List],"New York, NY",,241763303,destination_profile,,Barnes & Noble - Union Square,organizer,14642,https://www.eventbrite.com/o/barnes-noble-union-square-43013127903,BNUnionSqNYC,"Barnes & Noble is the world’s largest retail bookseller, and a leading retailer of content, digital media and educational products.",,270202999,FALSE,BNUnionSqNYC,,43013127903,https://stores.barnesandnoble.com/store/2675,,,943018863,FALSE,,241763303,widget,,Midnight Release Celebration for WATCH ME with Tahereh Mafi at B&N USQ,en-us,https://www.eventbrite.com/e/midnight-release-celebration-for-watch-me-with-tahereh-mafi-at-bn-usq-tickets-1077814424959,FALSE,"Barnes & Noble Union Square in NYC welcomes Tahereh Mafi to celebrate WATCH ME at a Midnight Release Party on Monday, April 14th at 9PM.",FALSE,1077814424959,2024-11-24T22:34:40Z
[Record],[Record],[Record],America/New_York,833679797717,https://www.eventbrite.com/checkout-external?eid=833679797717,[Record],Eventbrite,25052159091,[Record],1,[Record],,FALSE,2025-04-29,12:30,destination_event,0,[List],[Record],[Record],TRUE,FALSE,TRUE,FALSE,2025-04-29,[List],833679797717,09:30,destination_venue,Marriott,,New York,US,NY,-73.98311509999999,"Street, New York, NY 10006",10006,Street,,40.76449969999999,[List],"New York, NY",,249797323,destination_profile,,Career Fair Connection,organizer,32975,https://www.eventbrite.com/o/career-fair-connection-25052159091,,Don't just look for a job. CONNECT with the right employers!  Attend a Career Fair Connection Hiring event and connect on the spot with hiring managers and recruiters from top local and fortune 500 co...,,65241518,FALSE,,,25052159091,https://careerfairconnection.com/event-confirmation/,,,694529099,FALSE,,249797323,widget,,New York City Career Fair,en-us,https://www.eventbrite.com/e/new-york-city-career-fair-tickets-833679797717,FALSE,Connect with New York City Employers,FALSE,833679797717,2024-02-10T22:29:11Z
[Record],[Record],[Record],America/New_York,1271182233279,https://www.eventbrite.com/checkout-external?eid=1271182233279,[Record],Eventbrite,6140247955,[Record],1,[Record],,FALSE,2025-04-25,20:00,destination_event,0,[List],[Record],[Record],FALSE,FALSE,TRUE,FALSE,2025-04-25,[List],1271182233279,19:00,destination_venue,The National Arts Club,,New York,US,NY,-73.98670299999998,"15 Gramercy Park South, New York, NY 10003",10003,15 Gramercy Park South,,40.737694,[List],"New York, NY",,259162343,destination_profile,,The National Arts Club,organizer,14676,https://www.eventbrite.com/o/the-national-arts-club-6140247955,,"Founded in 1898, the National Arts Club is a 501(c)(3) nonprofit with a mission to stimulate, foster, and promote public interest in the arts and to educate the American people in the fine arts. Annua...",,5955013,FALSE,thenationalartsclub,,6140247955,,,,976363523,FALSE,,259162343,widget,,"FashionSpeak Fridays: Sustainable Fashion, Unraveled",en-us,https://www.eventbrite.com/e/fashionspeak-fridays-sustainable-fashion-unraveled-registration-1271182233279,FALSE,Step into the future of fashion—where style meets sustainability—with an inspiring evening featuring three trailblazing voices.,FALSE,1271182233279,2025-03-05T21:31:41Z
[Record],[Record],[Record],America/New_York,1135122545089,https://www.eventbrite.com/checkout-external?eid=1135122545089,[Record],Eventbrite,72893748273,[Record],1,[Record],,FALSE,2025-05-26,21:00,destination_event,0,[List],[Record],[Record],FALSE,FALSE,TRUE,FALSE,2025-05-26,[List],1135122545089,14:00,destination_venue,1368 Fulton St,,Brooklyn,US,NY,-73.9460014,"1368 Fulton Street, Brooklyn, NY 11216",11216,1368 Fulton Street,,40.679949,[List],"Brooklyn, NY",,260911623,destination_profile,,NATALIE EVENTS,organizer,563,https://www.eventbrite.com/o/natalie-events-72893748273,,E﻿VENT PLANNER FORC﻿HIC AND SHHH,,745494709,FALSE,,,72893748273,,,,984722863,FALSE,,260911623,widget,,Shhh NYC,en-us,https://www.eventbrite.com/e/shhh-nyc-tickets-1135122545089,FALSE,THE ULTIMATE PREMIUM ALL INCLUSIVE.......,FALSE,1135122545089,2025-01-05T01:18:15Z
[Record],[Record],[Record],America/New_York,873466480757,https://www.eventbrite.com/checkout-external?eid=873466480757,[Record],Eventbrite,13411505946,[Record],1,[Record],,FALSE,2025-05-16,16:00,destination_event,0,[List],,,FALSE,FALSE,FALSE,FALSE,2025-05-16,[List],873466480757,13:00,destination_venue,230 Fifth,,New York,US,NY,-73.9880767,"230 5th Avenue, New York, NY 10001",10001,230 5th Avenue,,40.74400199999999,[List],"New York, NY",,205878659,destination_profile,,Senior Programming,organizer,1328,https://www.eventbrite.com/o/senior-programming-13411505946,,"To stay up to date with Senior Week, follow the Senior Week Facebook page athttp://www.facebook.com/cuseniorweek.For questions or concerns, please contact the Senior Week Committee atseniorweek@columb...",,,FALSE,cuseniorweek,,13411505946,,,,1001494933,FALSE,,205878659,widget,,Senior Brunch 2025!,en-us,https://www.eventbrite.com/e/senior-brunch-2025-tickets-873466480757,FALSE,Class of 2025 Senior Brunch!,FALSE,873466480757,2025-04-08T16:48:51Z
[Record],[Record],[Record],America/New_York,1290357196109,https://www.eventbrite.com/checkout-external?eid=1290357196109,[Record],Eventbrite,30058841244,[Record],1,[Record],,TRUE,2025-05-06,14:00,destination_event,0,[List],[Record],[Record],FALSE,FALSE,TRUE,FALSE,2025-05-06,[List],1290357196109,12:00,destination_venue,Strand Book Store,,New York,US,NY,-73.99095369999999,"828 Broadway 3rd Floor, Rare Book Room, New York, NY 10003",10003,828 Broadway,"3rd Floor, Rare Book Room",40.7333156,[List],"New York, NY",,90802259,destination_profile,,The Strand Book Store,organizer,7900,https://www.eventbrite.com/o/the-strand-book-store-30058841244,strandbookstore,"Strand Book Storewas born in 1927 on Fourth Avenue on what was then called “Book Row,” an area that covered six city blocks and housed forty-eight bookstores. Our founder Benjamin Bass was all of twen...",,410963409,FALSE,strandbookstore,,30058841244,https://www.strandbooks.com/events,,,988788453,FALSE,,90802259,widget,,Tinx: Hotter in the Hamptons,en-us,https://www.eventbrite.com/e/tinx-hotter-in-the-hamptons-tickets-1290357196109,FALSE,"Join us for a photo op event with content creator and bestselling author Tinx, for the launch of her new novel Hotter in the Hamptons.",FALSE,1290357196109,2025-03-17T20:30:33Z
[Record],[Record],[Record],America/New_York,1227018769169,https://www.eventbrite.com/checkout-external?eid=1227018769169,[Record],Eventbrite,18011338952,[Record],1,[Record],,FALSE,2025-05-30,17:40,destination_event,0,[List],[Record],[Record],FALSE,FALSE,TRUE,FALSE,2025-05-30,[List],1227018769169,08:15,destination_venue,Virtual or Onsite at Hospital for Special Surgery,,New York,US,NY,-73.95237639999999,"535 East 70th Street, New York, NY 10021",10021,535 East 70th Street,,40.7649072,[List],"New York, NY",,252991143,destination_profile,,HSS Office of Continuing Medical Education and HSS eAcademy®,organizer,2715,https://www.eventbrite.com/o/hss-office-of-continuing-medical-education-and-hss-eacademy-18011338952,HSSProfEd,"Earn CME and CEU credit and access didactic lectures, surgical videos, conversations with experts, and more. HSS eAcademy®has curated one of the largest portfolios of on-demand musculoskeletal content...",,53347313,FALSE,,,18011338952,,,,957999893,FALSE,,252991143,widget,,"Osseointegration for Amputees: Prosthetics, Rehabilitation, and Surgery",en-us,https://www.eventbrite.com/e/osseointegration-for-amputees-prosthetics-rehabilitation-and-surgery-registration-1227018769169,FALSE,"Education for Certified Orthotists and Prosthetists (CPOs) from HSS, the world’s #1 hospital in orthopaedics.",FALSE,1227018769169,2025-02-05T17:50:14Z
[Record],[Record],[Record],America/New_York,1317022322219,https://www.eventbrite.com/checkout-external?eid=1317022322219,[Record],Eventbrite,14950312716,[Record],1,[Record],,FALSE,2025-04-23,21:30,destination_event,1,[List],[Record],[Record],TRUE,FALSE,TRUE,FALSE,2025-04-23,[List],1317022322219,19:30,destination_venue,AMC Lincoln Square 13,,New York,US,NY,-73.9819053,"1998 Broadway, New York, NY 10023",10023,1998 Broadway,,40.7751676,[List],"New York, NY",,264730483,destination_profile,,"Campus Circle, Inc.",organizer,806,https://www.eventbrite.com/o/campus-circle-inc-14950312716,campuscircle,We are a boutique marketing company and media website based in Los Angeles.,,396739929,FALSE,Campus-Circle-286592094129,,14950312716,http://www.CampusCircle.com,,,1003291053,FALSE,,264730483,widget,,'On Swift Horses' Screening (NYC) - RSVP to a complimentary film screening,en-us,https://www.eventbrite.com/e/on-swift-horses-screening-nyc-rsvp-to-a-complimentary-film-screening-tickets-1317022322219,FALSE,"Join us for a FREE screening of 'On Swift Horses' starring Daisy Edgar-Jones, Jacob Elordi, Will Poulter, Diego Calva and Sasha Calle.",FALSE,1317022322219,2025-04-09T17:00:10Z
[Record],[Record],[Record],America/New_York,1245138846809,https://www.eventbrite.com/checkout-external?eid=1245138846809,[Record],Eventbrite,8061499227,[Record],1,[Record],,FALSE,2025-04-25,17:00,destination_event,2,[List],[Record],[Record],TRUE,FALSE,TRUE,FALSE,2025-04-25,[List],1245138846809,13:00,destination_venue,Steven Dweck Auditorium at the Brooklyn Public Library,,Brooklyn,US,NY,-73.9681265,"10 Grand Army Plaza, Brooklyn, NY 11238",11238,10 Grand Army Plaza,,40.6725011,[List],"Brooklyn, NY",,260366783,destination_profile,,Women Entrepreneurs NYC (WE NYC),organizer,7239,https://www.eventbrite.com/o/women-entrepreneurs-nyc-we-nyc-8061499227,NYC_SBS,"Women entrepreneurs are key economic actors in New York City — building businesses that support families, uplift communities, and generate jobs.W﻿E NYCis an initiative of theNYC Department of Small Bu...",,12831695,FALSE,nycbusiness,,8061499227,http://we.nyc,,,999099103,FALSE,,260366783,widget,,WE Master Leadership Conference: MarketHER – Maximize Your ROI &  Impact,en-us,https://www.eventbrite.com/e/we-master-leadership-conference-markether-maximize-your-roi-impact-tickets-1245138846809,FALSE,Join us at the WE Master Leadership  Conference: MarketHER – Maximize Your Brand ROI & Amplify Your Impact,FALSE,1245138846809,2025-02-10T18:08:33Z
[Record],[Record],[Record],America/New_York,1296398064509,https://www.eventbrite.com/checkout-external?eid=1296398064509,[Record],Eventbrite,44369305153,[Record],1,[Record],,FALSE,2025-04-22,09:00,destination_event,0,[List],,,FALSE,FALSE,FALSE,FALSE,2025-04-22,[List],1296398064509,06:00,destination_venue,"Arts On Site NYC, Inc.",,New York,US,NY,-73.9893159,"12 Saint Marks Place Studio 3F, New York, NY 10003",10003,12 Saint Marks Place,Studio 3F,40.728991,[List],"New York, NY",,93983929,destination_profile,,Gaia Music Collective,organizer,8883,https://www.eventbrite.com/o/gaia-music-collective-44369305153,,,,520163699,FALSE,,,44369305153,,,,989158103,FALSE,,93983929,widget,,"""Unwritten"" | One-Day Choir (Secret Sunrise Skyscraper Edition!)",en-us,https://www.eventbrite.com/e/unwritten-one-day-choir-secret-sunrise-skyscraper-edition-tickets-1296398064509,FALSE,Ring in the morning with some group singing at the top of the world!,FALSE,1296398064509,2025-03-21T16:46:22Z
[Record],[Record],[Record],America/New_York,1251797763809,https://www.eventbrite.com/checkout-external?eid=1251797763809,[Record],Eventbrite,13064382976,[Record],1,[Record],,FALSE,2025-04-24,21:00,destination_event,0,[List],[Record],[Record],FALSE,FALSE,FALSE,TRUE,2025-04-24,[List],1251797763809,19:30,destination_venue,"St. Joseph’s University, New York - Brooklyn",,Brooklyn,US,NY,-73.9676972,"245 Clinton Avenue, Brooklyn, NY 11205",11205,245 Clinton Avenue,,40.6905601,[List],"Brooklyn, NY",,256067113,destination_profile,,Greenlight Bookstore,organizer,3844,https://www.eventbrite.com/o/greenlight-bookstore-13064382976,greenlightbklyn,"Founded in October 2009, Greenlight Bookstore is a general independent bookstore in Fort Greene, Brooklyn, which hosts literary events in-store and with partner venues. The mission of Greenlight Books...",,596130449,FALSE,greenlightbklyn,,13064382976,https://www.greenlightbookstore.com/,,,966501653,FALSE,,256067113,widget,,Book Event: Ezra Klein and Derek Thompson with PJ Vogt (at SJNY),en-us,https://www.eventbrite.com/e/book-event-ezra-klein-and-derek-thompson-with-pj-vogt-at-sjny-tickets-1251797763809,FALSE,Bestselling authors and journalistic titans Ezra Klein & Derek Thompson present their new book on a politics of plenty.,FALSE,1251797763809,2025-02-17T16:43:14Z
[Record],[Record],[Record],America/New_York,1262525801659,https://www.eventbrite.com/checkout-external?eid=1262525801659,[Record],Eventbrite,76011410203,[Record],1,[Record],,FALSE,2025-06-14,17:00,destination_event,0,[List],[Record],[Record],FALSE,FALSE,TRUE,FALSE,2025-06-14,[List],1262525801659,09:00,destination_venue,New York,,New York,US,NY,-74.0059728,"Midtown, New York, NY 10036",10036,Midtown,,40.7127753,[List],"New York, NY",,259342813,destination_profile,,Her Campus,organizer,282,https://www.eventbrite.com/o/her-campus-76011410203,,,,980089763,FALSE,,,76011410203,https://www.hercampus.com/,,,981932463,FALSE,,259342813,widget,,Her Conference 2025,en-us,https://www.eventbrite.com/e/her-conference-2025-tickets-1262525801659,FALSE,"Her Conference is Her Campus’s annual mega event in NYC, empowering Gen Z  in every aspect of their lives.",FALSE,1262525801659,2025-03-14T15:59:23Z
[Record],[Record],[Record],America/New_York,1298962234009,https://www.eventbrite.com/checkout-external?eid=1298962234009,[Record],Eventbrite,41459961313,[Record],1,[Record],,TRUE,2025-05-09,02:00,destination_event,0,[List],[Record],[Record],FALSE,FALSE,TRUE,FALSE,2025-05-10,[List],1298962234009,22:00,destination_venue,Tribeca Rooftop + 360°,,New York,US,NY,-74.0086333,"10 Desbrosses Street, New York, NY 10013",10013,10 Desbrosses Street,,40.7234833,[List],"New York, NY",,82173499,destination_profile,,Iron Horse Party Host Committee,organizer,35,https://www.eventbrite.com/o/iron-horse-party-host-committee-41459961313,,,,,FALSE,,,41459961313,http://www.ironhorseparty.com/,,,991741413,FALSE,,82173499,widget,,Iron Horse Party 2025,en-us,https://www.eventbrite.com/e/iron-horse-party-2025-tickets-1298962234009,FALSE,"Founded in 2012, Iron Horse Party is an annual fundraising event supporting ALS Association.",FALSE,1298962234009,2025-03-26T12:16:36Z
[Record],[Record],[Record],America/New_York,1230678445359,https://www.eventbrite.com/checkout-external?eid=1230678445359,[Record],Eventbrite,59562236393,[Record],1,[Record],,FALSE,2025-05-10,17:00,destination_event,0,[List],[Record],[Record],FALSE,FALSE,TRUE,FALSE,2025-05-10,[List],1230678445359,08:00,destination_venue,Microsoft,,New York,US,NY,-73.9897458,"11 Times Square, New York, NY 10036",10036,11 Times Square,,40.75669799999999,[List],"New York, NY",,253338373,destination_profile,,SQL Saturday NYC Event Planning Team,organizer,93,https://www.eventbrite.com/o/sql-saturday-nyc-event-planning-team-59562236393,,The SQL Saturday New York City event planning team is current made up of a group of dedicated SQL Server / Data Platform die-hards looking to bring back a great event in NYC:T﻿homas GrohserB﻿randon Le...,,427981539,FALSE,,,59562236393,https://sqlsaturday.com/nyc,,,949574083,FALSE,,253338373,widget,,SQL Saturday New York City,en-us,https://www.eventbrite.com/e/sql-saturday-new-york-city-tickets-1230678445359,FALSE,SQL Saturday is a free one-day data-centric training conference packed with some of best speakers and sessions available in the field!,FALSE,1230678445359,2025-01-31T18:32:00Z
[Record],[Record],[Record],America/New_York,1308364887599,https://www.eventbrite.com/checkout-external?eid=1308364887599,[Record],Eventbrite,33799647865,[Record],1,[Record],,FALSE,2025-04-14,21:00,destination_event,0,[List],[Record],[Record],FALSE,FALSE,FALSE,TRUE,2025-04-14,[List],1308364887599,19:00,destination_venue,Ukrainian National Home,,New York,US,NY,-73.9871248,"140 2nd Avenue, New York, NY 10003",10003,140 2nd Avenue,,40.7288722,[List],"New York, NY",,242168803,destination_profile,,Nico Allen,organizer,800,https://www.eventbrite.com/o/nico-allen-33799647865,,,,,FALSE,,,33799647865,,,,997906603,FALSE,,242168803,widget,,BODYWERK East Village: A 5Rhythms® Waves Happening,en-us,https://www.eventbrite.com/e/bodywerk-east-village-a-5rhythms-waves-happening-tickets-1308364887599,FALSE,"Lead by Nico Allen, 5Rhythms® Certified Facilitator.",FALSE,1308364887599,2025-04-01T15:41:38Z
[Record],[Record],[Record],America/New_York,1281149495629,https://www.eventbrite.com/checkout-external?eid=1281149495629,[Record],Eventbrite,18691581550,[Record],1,[Record],,FALSE,2025-05-25,21:00,destination_event,0,[List],[Record],[Record],FALSE,TRUE,TRUE,FALSE,2025-05-25,[List],1281149495629,16:00,destination_venue,Harbor NYC Rooftop,,New York,US,NY,-73.9976374,"621 West 46th Street, New York, NY 10036",10036,621 West 46th Street,,40.76401389999999,[List],"New York, NY",,260381193,destination_profile,,@AfroCode_ | AfroCode Nation,organizer,27658,https://www.eventbrite.com/o/afrocode-afrocode-nation-18691581550,,Click here to subscribe to our text messages.AfroCode Nation - HipHop Meets AfroBeats; Soca and Zouk. Bridging The Culture. Music; Events; TechnologyContact us @ 202-321-5324,,56127660,FALSE,afrocode1,,18691581550,,,,982233883,FALSE,,260381193,widget,,AfroCode NYC Memorial Day Sunday Day Party [Sun May 25],en-us,https://www.eventbrite.com/e/afrocode-nyc-memorial-day-sunday-day-party-sun-may-25-tickets-1281149495629,FALSE,#AfroCodeNYC | Day Party,FALSE,1281149495629,2025-03-12T20:11:55Z
[Record],[Record],[Record],America/New_York,1223972246939,https://www.eventbrite.com/checkout-external?eid=1223972246939,[Record],Eventbrite,30058841244,[Record],1,[Record],,TRUE,2025-04-28,20:30,destination_event,0,[List],[Record],[Record],FALSE,FALSE,FALSE,FALSE,2025-04-28,[List],1223972246939,19:00,destination_venue,Strand Book Store,,New York,US,NY,-73.99095369999999,"828 Broadway, New York, NY 10003",10003,828 Broadway,,40.7333156,[List],"New York, NY",,90653959,destination_profile,,The Strand Book Store,organizer,7900,https://www.eventbrite.com/o/the-strand-book-store-30058841244,strandbookstore,"Strand Book Storewas born in 1927 on Fourth Avenue on what was then called “Book Row,” an area that covered six city blocks and housed forty-eight bookstores. Our founder Benjamin Bass was all of twen...",,410963409,FALSE,strandbookstore,,30058841244,https://www.strandbooks.com/events,,,996638063,FALSE,,90653959,widget,,SOLD OUT - Mamrie Hart + Chris Klemens: All I Think About Is Food,en-us,https://www.eventbrite.com/e/sold-out-mamrie-hart-chris-klemens-all-i-think-about-is-food-tickets-1223972246939,FALSE,"Join us for an in-person event with comedian, actress and writer Mamrie Hart for the launch of her new cookbook All I Think About is Food.",FALSE,1223972246939,2025-01-27T20:20:11Z
